"DMSO_1"	"DMSO_2"	"DMSO_3"	"DMSO_4"	"DRUGX_1"	"DRUGX_2"	"DRUGX_3"	"DRUGX_4"
"ENSG00000051620.11"	910	1094	1132	1233	1006	1143	1074	992
"ENSG00000112406.5"	389	364	393	403	370	394	412	331
"ENSG00000092148.14"	4484	3569	3841	3743	3989	4279	4042	3871
"ENSG00000165338.17"	544	443	536	426	356	428	350	359
"ENSG00000126107.15"	847	881	859	958	912	1003	883	855
"ENSG00000173064.14"	1323	1093	957	952	1301	1216	1135	1382
"ENSG00000002746.15"	3	1	1	1	1	4	5	0
"ENSG00000138411.13"	519	466	451	463	432	551	417	445
"ENSG00000173706.15"	4647	4004	4141	4252	7840	8202	7608	7672
"ENSG00000127311.10"	10	17	17	20	7	6	12	3
"ENSG00000119969.16"	1776	1533	1752	1788	221	290	239	196
"ENSG00000163312.11"	170	169	212	197	146	174	175	124
"ENSG00000198265.12"	1157	853	873	881	1149	1229	1067	1168
"ENSG00000130589.16"	526	536	531	464	461	570	476	513
"ENSG00000114735.10"	260	266	301	270	288	308	306	293
"ENSG00000162639.16"	0	2	0	1	1	5	1	2
"ENSG00000165478.8"	0	0	0	0	0	1	0	0
"ENSG00000188175.10"	0	0	1	0	3	0	0	0
"ENSG00000089472.18"	0	0	0	1	0	0	0	0
"ENSG00000181333.12"	1	7	1	2	0	0	0	1
"ENSG00000103657.14"	1564	1176	1129	1168	1392	1341	1304	1470
"ENSG00000128731.18"	2326	1824	1717	1828	2217	1999	1830	2296
"ENSG00000277278.4"	16	21	22	24	7	6	14	8
"ENSG00000276802.2"	1409	1351	1500	1272	1233	1595	1374	1360
"ENSG00000282567.1"	0	2	0	0	0	2	1	0
"ENSG00000259845.1"	3	10	9	13	3	2	5	7
"ENSG00000280787.3"	84	28	81	50	13	22	8	40
"ENSG00000276550.6"	1039	891	842	651	776	1010	695	909
"ENSG00000180229.13"	119	163	118	122	110	106	114	115
"ENSG00000230267.8"	1	0	0	0	0	1	0	1
"ENSG00000260644.7"	0	0	0	0	0	0	0	0
"ENSG00000281909.1"	0	0	1	0	0	0	0	0
"ENSG00000261599.7"	0	1	4	0	0	0	5	0
"ENSG00000282417.2"	237	197	192	169	170	214	147	205
"ENSG00000138641.18"	417	349	412	416	308	400	345	232
"ENSG00000287542.1"	50	58	89	41	30	8	35	71
"ENSG00000148634.16"	4219	3594	4162	4218	3955	4461	4137	3711
"ENSG00000138646.9"	141	153	151	174	45	60	43	48
"ENSG00000138642.16"	200	183	207	217	152	184	164	136
"ENSG00000051108.15"	730	748	884	823	1035	1064	999	894
"ENSG00000122557.11"	480	407	527	495	330	395	385	342
"ENSG00000114315.4"	87	98	114	84	38	37	28	36
"ENSG00000069812.11"	4	10	7	7	11	17	9	5
"ENSG00000188290.11"	341	371	438	398	170	229	209	236
"ENSG00000273529.2"	0	0	2	0	0	0	0	0
"ENSG00000144485.11"	113	118	175	191	67	75	113	89
"ENSG00000179111.9"	11	18	27	34	5	14	2	9
"ENSG00000163666.10"	5	6	5	8	1	1	1	2
"ENSG00000213614.11"	1778	1719	2000	1957	2567	3039	2887	2453
"ENSG00000049860.14"	2595	2566	3019	3198	2980	3439	3343	3058
"ENSG00000169660.17"	244	277	294	317	193	247	225	270
"ENSG00000186834.4"	1709	1699	1954	1975	2023	2200	1983	1888
"ENSG00000168517.11"	98	106	113	94	68	67	96	90
"ENSG00000164683.19"	11	15	18	16	5	5	7	4
"ENSG00000135547.9"	0	0	2	0	0	0	2	0
"ENSG00000010704.19"	352	352	319	333	371	376	415	350
"ENSG00000162669.16"	0	1	0	2	0	0	0	1
"ENSG00000113924.12"	4	0	0	0	0	0	0	0
"ENSG00000019991.18"	0	0	0	0	0	0	0	0
"ENSG00000109758.9"	1	0	0	0	1	4	0	0
"ENSG00000235173.7"	885	872	1086	1010	535	632	661	626
"ENSG00000185359.14"	3160	3047	3482	3307	3080	3561	3224	3310
"ENSG00000165102.15"	1692	1519	1580	1507	1950	2155	2069	1874
"ENSG00000280680.3"	109	123	128	124	178	254	192	160
"ENSG00000152804.11"	82	70	93	119	44	49	46	36
"ENSG00000164161.10"	1814	1584	1796	1747	560	612	529	526
"ENSG00000182218.10"	1	0	0	0	5	0	0	3
"ENSG00000143512.13"	6	2	0	2	6	1	1	0
"ENSG00000132297.13"	132	102	92	97	112	130	86	108
"ENSG00000114455.15"	4	6	2	3	3	0	2	4
"ENSG00000106049.9"	850	836	954	1001	821	956	918	871
"ENSG00000198130.16"	323	228	309	282	367	404	401	320
"ENSG00000177374.13"	230	250	312	316	180	236	193	196
"ENSG00000169635.10"	99	101	73	112	49	60	51	68
"ENSG00000167861.16"	4	2	1	1	10	9	1	4
"ENSG00000100644.17"	8500	6947	8011	7573	10770	11711	11352	9736
"ENSG00000166135.14"	2075	1895	1985	2029	2440	2605	2514	2419
"ENSG00000258978.1"	0	0	0	0	0	0	0	0
"ENSG00000124440.16"	0	0	0	0	0	0	0	0
"ENSG00000181061.14"	1771	1526	1919	1890	1687	1960	1896	1516
"ENSG00000219608.3"	0	0	1	0	0	0	0	0
"ENSG00000258104.1"	0	0	0	0	1	0	0	0
"ENSG00000131097.7"	0	2	1	2	0	0	0	0
"ENSG00000214511.4"	0	0	0	0	1	0	0	0
"ENSG00000146066.3"	673	700	751	788	678	802	773	680
"ENSG00000175202.6"	0	0	0	0	0	0	0	0
"ENSG00000149196.17"	465	461	561	524	368	483	477	364
"ENSG00000267544.1"	4	0	2	2	1	2	0	1
"ENSG00000135245.10"	193	163	227	204	132	116	145	95
"ENSG00000172273.13"	285	304	317	297	235	312	258	222
"ENSG00000169567.13"	3205	3343	3731	3821	2978	3455	3422	2969
"ENSG00000231531.5"	0	0	1	0	1	0	0	0
"ENSG00000137133.11"	237	274	300	318	137	146	131	134
"ENSG00000111911.7"	392	357	342	358	573	669	637	552
"ENSG00000127946.17"	584	558	503	495	86	108	117	128
"ENSG00000130787.14"	565	582	666	742	615	672	715	644
"ENSG00000163349.22"	1592	1259	1377	1396	876	988	882	951
"ENSG00000064393.16"	5171	4104	4069	4190	4829	4640	4469	4909
"ENSG00000110422.12"	1038	789	908	883	968	1073	950	916
"ENSG00000160396.9"	2	0	5	0	4	1	2	2
"ENSG00000100084.14"	1265	1026	1170	1210	774	906	811	771
"ENSG00000149929.16"	796	851	820	873	137	178	130	133
"ENSG00000095951.17"	608	470	477	420	558	540	475	573
"ENSG00000010818.11"	755	579	645	654	662	713	694	715
"ENSG00000127124.16"	295	225	204	221	319	306	350	330
"ENSG00000123485.12"	1893	1823	2027	2150	98	93	104	87
"ENSG00000168509.20"	0	0	0	0	0	0	0	0
"ENSG00000156515.25"	7795	7688	8470	8482	7801	8624	8062	7928
"ENSG00000159399.10"	1159	1071	1099	1073	1238	1482	1298	1289
"ENSG00000160883.11"	0	0	0	0	0	0	0	1
"ENSG00000156510.13"	57	44	73	61	85	97	81	78
"ENSG00000227715.11"	3060	3152	3630	3474	2931	3580	3170	3122
"ENSG00000206503.14"	30	48	48	38	42	51	43	43
"ENSG00000235657.9"	123	124	229	242	237	240	283	265
"ENSG00000224320.9"	3060	3414	3712	3817	4309	4958	4531	4485
"ENSG00000206505.13"	6	6	5	0	1	3	0	4
"ENSG00000223980.10"	1	2	5	1	0	1	0	0
"ENSG00000231834.10"	0	0	0	0	0	0	2	1
"ENSG00000234745.14"	1834	2099	2282	2317	2235	2626	2540	2329
"ENSG00000223532.10"	1107	1300	1523	1521	2270	2645	2483	2306
"ENSG00000228964.10"	0	0	0	0	0	1	0	0
"ENSG00000232126.8"	0	0	0	0	0	2	1	0
"ENSG00000204525.18"	4279	4526	5516	5447	6322	7301	6708	6381
"ENSG00000233841.11"	3605	3838	4528	4134	4982	5825	5676	5199
"ENSG00000228299.9"	1	1	0	0	0	1	3	0
"ENSG00000206435.10"	0	0	0	0	0	0	0	0
"ENSG00000225691.7"	0	0	0	0	0	0	0	1
"ENSG00000237022.10"	0	0	0	0	0	0	2	0
"ENSG00000204257.15"	7	4	4	0	4	14	30	16
"ENSG00000239463.7"	8	9	9	26	32	15	0	24
"ENSG00000241394.7"	0	0	0	0	0	0	1	0
"ENSG00000242361.7"	0	8	0	0	0	0	0	0
"ENSG00000234154.10"	0	0	0	0	4	0	0	0
"ENSG00000242092.8"	0	0	0	1	0	0	0	1
"ENSG00000242386.8"	0	0	0	0	0	0	0	2
"ENSG00000242574.9"	0	0	0	0	4	0	1	0
"ENSG00000239457.6"	0	0	1	0	0	0	0	0
"ENSG00000241106.8"	0	0	0	0	4	0	0	0
"ENSG00000241386.6"	0	0	0	0	0	0	0	0
"ENSG00000243496.6"	0	1	0	1	0	0	0	0
"ENSG00000243612.5"	0	0	0	1	0	0	0	1
"ENSG00000224103.7"	0	0	2	0	0	2	0	0
"ENSG00000228163.8"	0	0	0	0	0	1	0	0
"ENSG00000235844.8"	0	0	0	0	0	1	0	0
"ENSG00000236177.9"	0	0	0	1	1	0	0	0
"ENSG00000236418.8"	374	325	292	275	233	242	224	215
"ENSG00000225890.10"	19	13	22	13	9	19	0	28
"ENSG00000228284.8"	488	332	324	281	261	310	208	271
"ENSG00000225824.8"	10	9	6	4	4	9	9	4
"ENSG00000179344.17"	0	0	0	0	0	2	0	0
"ENSG00000228987.9"	0	1	0	2	2	0	0	0
"ENSG00000234794.9"	0	0	4	3	1	0	0	0
"ENSG00000196126.12"	0	5	0	0	2	5	0	0
"ENSG00000228080.10"	0	0	0	0	0	0	0	0
"ENSG00000229074.8"	0	0	0	0	0	0	1	0
"ENSG00000198502.6"	0	0	0	2	0	0	0	0
"ENSG00000206493.7"	2395	2414	2682	2695	3898	4432	4058	3948
"ENSG00000234487.11"	23	26	0	38	35	11	3	32
"ENSG00000237508.10"	10	15	47	11	12	39	51	22
"ENSG00000137403.19"	7	4	2	2	6	4	0	7
"ENSG00000204642.14"	0	2	0	0	0	0	0	0
"ENSG00000229698.11"	0	0	0	0	0	0	0	3
"ENSG00000235220.10"	0	0	0	0	0	0	0	0
"ENSG00000235680.8"	1	0	0	0	0	0	0	0
"ENSG00000247700.4"	6	0	6	4	3	8	0	6
"ENSG00000231904.3"	2	7	3	14	0	0	3	4
"ENSG00000206341.7"	0	0	0	0	0	0	0	3
"ENSG00000227296.4"	0	0	0	0	1	0	0	0
"ENSG00000228524.8"	2	0	0	0	0	5	0	0
"ENSG00000235309.8"	0	0	0	2	0	0	0	0
"ENSG00000243336.6"	0	0	0	0	1	0	0	0
"ENSG00000232331.2"	1	0	0	0	0	0	0	2
"ENSG00000230795.3"	0	2	0	0	0	0	0	0
"ENSG00000242227.7"	2	3	0	2	0	1	0	4
"ENSG00000243492.7"	0	0	0	0	0	0	0	0
"ENSG00000243753.8"	0	0	4	0	1	1	2	0
"ENSG00000224736.8"	0	0	0	0	0	0	0	0
"ENSG00000236746.1"	0	0	0	0	0	3	0	0
"ENSG00000159267.17"	911	858	880	895	762	909	750	746
"ENSG00000108924.14"	35	28	32	47	4	3	7	5
"ENSG00000071794.16"	1652	1327	1636	1623	868	961	874	795
"ENSG00000136630.13"	69	76	101	99	127	119	152	107
"ENSG00000101294.18"	2254	2296	2458	2496	3426	4058	3867	3513
"ENSG00000147421.18"	204	142	135	174	153	176	159	154
"ENSG00000256269.11"	586	607	652	727	429	471	511	412
"ENSG00000183624.14"	638	661	733	768	410	458	469	410
"ENSG00000143341.12"	624	421	375	449	432	457	399	483
"ENSG00000148357.18"	14	6	4	12	3	6	12	9
"ENSG00000140382.15"	636	676	655	697	531	697	602	602
"ENSG00000064961.19"	1813	1934	2239	2239	1484	1706	1516	1507
"ENSG00000137309.21"	32252	32293	35893	35226	20292	23526	22665	21510
"ENSG00000236683.3"	0	0	0	1	0	0	0	2
"ENSG00000248641.1"	0	0	1	0	1	0	0	0
"ENSG00000258011.2"	0	0	0	0	0	0	0	3
"ENSG00000233155.1"	1	4	2	0	3	2	0	0
"ENSG00000149948.14"	4539	3966	4403	3834	3738	4473	3691	3470
"ENSG00000189403.15"	10115	9334	10918	10765	2217	2471	2465	2099
"ENSG00000124097.8"	0	0	1	1	0	0	0	0
"ENSG00000180189.10"	2	0	3	0	0	0	4	3
"ENSG00000253463.1"	0	2	0	1	0	0	0	1
"ENSG00000248909.1"	1	0	0	0	0	0	0	0
"ENSG00000282695.1"	0	0	0	3	0	0	0	1
"ENSG00000250011.1"	21	9	0	15	0	11	2	0
"ENSG00000233266.1"	1	0	0	2	0	1	1	1
"ENSG00000203489.3"	6	7	5	1	1	8	3	3
"ENSG00000248956.1"	2	0	0	0	0	0	0	0
"ENSG00000230519.2"	0	0	0	0	1	2	0	0
"ENSG00000132967.10"	353	260	357	353	58	34	58	63
"ENSG00000270986.1"	0	0	0	0	0	0	0	0
"ENSG00000259781.1"	1397	1297	1461	1549	270	311	264	322
"ENSG00000231148.1"	0	0	0	0	0	0	0	0
"ENSG00000259699.2"	0	0	0	0	0	0	0	0
"ENSG00000164104.12"	4044	3900	4753	4633	198	241	205	198
"ENSG00000029993.15"	1252	1287	1425	1412	171	177	177	138
"ENSG00000223656.1"	0	0	0	0	0	0	0	1
"ENSG00000231845.3"	2	3	0	1	0	1	0	0
"ENSG00000220184.2"	0	0	0	0	0	0	0	0
"ENSG00000225051.5"	0	0	0	0	0	0	0	1
"ENSG00000215283.3"	2	7	5	5	1	0	3	0
"ENSG00000231929.2"	0	0	0	0	0	1	0	0
"ENSG00000260828.1"	0	0	0	0	1	2	0	0
"ENSG00000228808.1"	1	3	3	0	0	0	0	0
"ENSG00000215399.2"	1	0	0	0	0	0	0	0
"ENSG00000117305.15"	390	416	512	471	521	631	614	518
"ENSG00000146151.14"	0	0	0	0	0	0	0	0
"ENSG00000112972.15"	1183	1043	1172	1147	1657	1896	1672	1494
"ENSG00000134240.12"	0	0	0	0	0	0	0	0
"ENSG00000205581.11"	4443	4384	5127	4963	2255	2531	2464	2268
"ENSG00000259318.1"	1	0	0	0	0	1	2	0
"ENSG00000244101.1"	0	0	1	1	0	0	0	0
"ENSG00000250197.1"	0	0	0	0	0	2	0	0
"ENSG00000234927.1"	0	4	0	0	0	0	0	3
"ENSG00000229046.1"	0	0	0	0	0	0	0	0
"ENSG00000226977.1"	0	0	0	0	0	0	0	0
"ENSG00000259557.2"	0	0	0	0	0	2	0	0
"ENSG00000258967.1"	0	0	5	0	0	3	0	2
"ENSG00000172186.7"	0	0	1	0	0	0	1	0
"ENSG00000239614.1"	0	0	0	0	0	0	0	0
"ENSG00000241120.1"	0	0	1	0	0	0	0	0
"ENSG00000198830.11"	10622	10141	11952	11649	1973	2290	2048	1891
"ENSG00000214578.5"	0	0	0	1	0	0	0	0
"ENSG00000236086.4"	0	0	0	0	0	0	0	0
"ENSG00000230330.1"	0	0	1	0	0	0	0	0
"ENSG00000260602.2"	0	0	1	0	0	0	0	0
"ENSG00000179362.14"	4	4	0	7	0	0	2	1
"ENSG00000212769.5"	1	0	0	0	0	0	0	0
"ENSG00000118418.16"	354	398	469	399	195	183	200	199
"ENSG00000182952.5"	907	847	952	943	771	849	817	703
"ENSG00000198157.11"	122	106	116	109	43	40	58	40
"ENSG00000113716.13"	2674	2371	2601	2613	2342	2795	2568	2393
"ENSG00000100281.14"	806	669	753	826	382	410	350	355
"ENSG00000072571.20"	1179	1015	1176	1115	54	59	47	48
"ENSG00000277424.4"	437	219	382	507	472	519	513	507
"ENSG00000103415.12"	360	608	623	554	704	757	764	637
"ENSG00000221887.6"	2	3	2	1	0	2	1	0
"ENSG00000188816.4"	6	8	8	7	0	1	0	1
"ENSG00000188620.11"	4	6	5	2	0	5	10	6
"ENSG00000135100.19"	8	2	2	2	2	3	3	0
"ENSG00000275410.6"	0	0	0	0	0	0	0	0
"ENSG00000101076.20"	6	3	8	5	2	2	4	4
"ENSG00000164749.13"	9	19	9	8	9	9	7	2
"ENSG00000150540.14"	23	22	25	20	12	24	22	15
"ENSG00000177733.7"	4828	4832	5745	5833	2826	3255	2959	2899
"ENSG00000135486.19"	20760	19474	23236	22855	10636	12230	11369	10730
"ENSG00000139675.13"	114	68	89	113	38	70	48	53
"ENSG00000224578.5"	18	24	15	28	15	13	11	22
"ENSG00000214223.4"	3	1	7	0	0	0	0	0
"ENSG00000220157.4"	1	0	0	1	0	0	0	0
"ENSG00000227638.2"	2	2	5	0	0	4	1	0
"ENSG00000214761.3"	1	0	0	0	0	0	0	0
"ENSG00000262333.1"	26	18	24	13	2	10	4	5
"ENSG00000233160.1"	1	0	0	0	0	0	0	0
"ENSG00000205412.5"	0	0	0	1	0	0	0	0
"ENSG00000228168.1"	0	0	1	0	0	0	0	0
"ENSG00000231206.2"	1	0	1	0	1	0	0	0
"ENSG00000233680.4"	0	0	1	0	0	1	0	1
"ENSG00000230170.1"	1	0	3	0	0	0	1	0
"ENSG00000213412.3"	2	1	2	1	0	1	1	0
"ENSG00000225695.1"	0	0	3	3	0	0	2	0
"ENSG00000231942.3"	1	0	3	0	0	0	1	0
"ENSG00000282315.1"	0	0	0	1	0	0	0	0
"ENSG00000206228.4"	1	1	1	0	0	0	0	0
"ENSG00000212961.4"	6	7	4	1	0	1	1	1
"ENSG00000233615.1"	1	0	0	0	1	0	0	0
"ENSG00000259411.1"	0	0	0	1	1	0	0	0
"ENSG00000233231.1"	7	13	5	4	0	1	2	6
"ENSG00000257195.1"	0	0	0	0	0	1	0	0
"ENSG00000269119.1"	0	0	0	1	0	0	0	0
"ENSG00000229534.1"	0	1	0	0	0	2	1	0
"ENSG00000236539.3"	28	24	22	15	13	19	19	15
"ENSG00000249920.2"	2	0	0	0	0	0	0	0
"ENSG00000230280.2"	10	5	4	3	5	7	2	5
"ENSG00000233497.4"	1	0	0	0	0	0	0	0
"ENSG00000187999.4"	0	0	0	0	0	0	1	0
"ENSG00000259228.1"	1	0	0	0	0	0	0	0
"ENSG00000227453.1"	0	0	0	0	0	0	0	1
"ENSG00000213559.4"	0	0	0	0	1	0	0	0
"ENSG00000270665.1"	0	1	0	0	0	0	1	0
"ENSG00000230946.3"	0	0	0	1	0	0	0	0
"ENSG00000215492.6"	0	0	0	2	0	2	0	0
"ENSG00000229251.3"	0	1	0	2	0	0	1	0
"ENSG00000122566.22"	19267	17924	20994	20093	7408	8457	7604	7167
"ENSG00000170144.22"	7690	7030	8453	8415	3316	3943	3524	3334
"ENSG00000257851.2"	0	0	0	0	0	0	0	0
"ENSG00000260689.2"	1	1	2	1	1	0	0	0
"ENSG00000219102.3"	1	1	0	0	0	1	0	0
"ENSG00000225636.1"	1	1	0	0	0	0	0	0
"ENSG00000214653.4"	0	1	0	0	0	0	0	0
"ENSG00000213300.5"	0	0	0	2	0	0	0	0
"ENSG00000253119.1"	1	0	0	0	0	0	2	1
"ENSG00000270903.1"	8	6	4	1	0	2	0	0
"ENSG00000197451.12"	5729	6016	7038	7294	3208	3767	3436	3189
"ENSG00000255734.1"	1	0	0	0	0	0	0	0
"ENSG00000092199.19"	10564	9945	11751	11549	6630	7212	7238	6188
"ENSG00000258900.1"	13	0	0	13	0	0	0	0
"ENSG00000204253.4"	0	0	0	1	0	1	1	0
"ENSG00000263179.1"	0	0	0	0	0	1	0	0
"ENSG00000213305.3"	0	0	0	0	0	0	0	0
"ENSG00000228653.2"	5	1	4	2	2	4	1	1
"ENSG00000138668.20"	6287	6417	7405	7324	2128	2524	2182	2066
"ENSG00000152795.18"	5322	4951	5787	5461	2389	2912	2560	2233
"ENSG00000169813.17"	5839	5441	6331	6179	2413	2781	2485	2347
"ENSG00000169045.18"	7666	7022	7934	7124	2898	3406	2613	2737
"ENSG00000284254.3"	234	215	276	285	88	113	112	121
"ENSG00000220305.1"	6	3	1	2	0	0	0	0
"ENSG00000126945.9"	1511	1475	1641	1757	1607	1784	1664	1481
"ENSG00000096746.18"	4241	3863	4651	4515	1654	1837	1591	1649
"ENSG00000165119.22"	15098	14357	16258	16288	9437	10465	9895	9023
"ENSG00000250859.1"	0	0	0	0	0	0	0	0
"ENSG00000243547.1"	1	1	1	1	0	0	1	1
"ENSG00000104824.18"	1403	1447	1840	1947	1325	1334	1348	1254
"ENSG00000282947.2"	5302	5030	5636	5530	3119	3757	3032	2985
"ENSG00000143889.16"	1166	992	1181	1172	753	879	794	724
"ENSG00000233503.1"	0	0	0	0	0	0	0	1
"ENSG00000259917.1"	6	0	3	0	0	2	0	0
"ENSG00000099783.12"	7511	7724	8996	9364	3501	4190	3777	3415
"ENSG00000259335.1"	3	0	0	0	0	0	0	0
"ENSG00000125944.21"	32	4	30	29	7	0	3	3
"ENSG00000282958.5"	5180	4910	5403	5491	2649	2884	2775	2573
"ENSG00000223984.1"	1	0	0	0	0	0	0	0
"ENSG00000153187.21"	13454	12202	14145	13822	6714	7578	6512	6299
"ENSG00000105323.18"	8925	8973	9269	9408	3440	3988	3741	3814
"ENSG00000214753.4"	2672	2505	2814	2820	1168	1494	1160	1384
"ENSG00000234857.2"	1983	1919	2237	2157	1372	1195	1115	1058
"ENSG00000183644.14"	1	2	2	2	5	0	1	4
"ENSG00000241935.9"	30	12	39	31	40	45	39	44
"ENSG00000152413.15"	162	159	126	168	218	207	184	155
"ENSG00000103942.13"	29	19	13	13	19	19	7	8
"ENSG00000051128.19"	1643	1989	2179	2233	1622	1714	1785	1637
"ENSG00000290292.10"	222	140	146	201	218	227	200	237
"ENSG00000134709.13"	0	0	0	1	1	0	0	0
"ENSG00000095066.12"	235	242	238	267	211	314	255	265
"ENSG00000168172.9"	1843	1420	1544	1637	1418	1645	1452	1302
"ENSG00000171476.22"	88	83	65	96	24	34	27	30
"ENSG00000176635.18"	0	1	0	0	0	0	0	1
"ENSG00000253293.6"	0	0	0	0	0	0	0	0
"ENSG00000005073.6"	0	0	0	0	0	0	0	0
"ENSG00000105996.7"	2	1	0	2	0	0	0	1
"ENSG00000105997.23"	0	0	1	1	0	6	2	1
"ENSG00000106004.5"	1	0	0	0	0	0	0	0
"ENSG00000122592.8"	0	1	0	0	0	0	0	2
"ENSG00000173917.11"	3	1	3	2	2	1	0	1
"ENSG00000120093.12"	28	23	19	20	19	30	15	20
"ENSG00000182742.6"	8	6	11	10	10	11	9	15
"ENSG00000120075.6"	6	0	0	1	7	5	3	1
"ENSG00000108511.10"	6	6	20	8	7	16	7	11
"ENSG00000260027.5"	1	2	2	7	2	5	7	0
"ENSG00000120068.7"	2	1	4	7	2	1	3	1
"ENSG00000170689.10"	6	15	3	5	5	11	2	19
"ENSG00000180818.5"	0	0	1	0	0	0	0	0
"ENSG00000123364.5"	0	0	1	0	0	0	0	0
"ENSG00000198353.8"	1	0	0	0	0	2	0	0
"ENSG00000197757.8"	0	0	0	0	1	0	1	3
"ENSG00000037965.6"	1	3	3	3	9	4	11	5
"ENSG00000170178.7"	0	0	0	3	0	0	0	2
"ENSG00000128652.12"	0	0	0	0	0	0	0	0
"ENSG00000170166.6"	0	2	2	1	0	0	0	0
"ENSG00000257017.10"	2	0	1	0	1	1	3	0
"ENSG00000127483.19"	4724	4291	4711	4387	2340	2717	2236	2296
"ENSG00000121905.10"	0	1	1	5	0	1	0	2
"ENSG00000115756.13"	6167	6549	7398	7162	4189	5016	4667	4254
"ENSG00000158104.11"	3	2	0	2	1	0	1	1
"ENSG00000186603.7"	7	8	5	5	11	6	1	5
"ENSG00000056050.7"	454	384	429	382	204	257	261	216
"ENSG00000164120.14"	9	9	13	10	2	0	1	0
"ENSG00000163106.11"	2	0	0	0	0	0	0	0
"ENSG00000261701.9"	0	0	0	0	1	0	0	0
"ENSG00000165704.15"	843	754	1004	892	397	449	353	377
"ENSG00000107521.21"	1950	2225	2148	2162	2780	3124	2781	2864
"ENSG00000163755.9"	960	848	985	954	591	642	628	564
"ENSG00000100099.22"	810	718	772	741	505	581	507	524
"ENSG00000288445.2"	788	635	775	767	1242	1382	1356	1231
"ENSG00000166189.8"	1138	1224	1369	1401	1269	1422	1274	1201
"ENSG00000173083.16"	122	85	102	97	28	41	42	32
"ENSG00000172987.13"	0	0	0	0	0	0	0	1
"ENSG00000110169.12"	0	6	5	0	3	11	3	3
"ENSG00000168453.16"	0	3	0	6	2	3	0	3
"ENSG00000276536.4"	455	447	519	647	359	521	497	677
"ENSG00000174775.18"	536	694	853	776	694	675	646	368
"ENSG00000130528.12"	0	1	0	0	0	0	0	0
"ENSG00000196196.3"	12	19	16	18	11	31	19	16
"ENSG00000113905.5"	1	2	0	2	0	1	0	1
"ENSG00000196639.7"	170	167	191	167	130	156	146	125
"ENSG00000134489.7"	0	1	0	1	1	2	0	1
"ENSG00000135116.9"	26	15	23	21	15	21	15	15
"ENSG00000197915.7"	0	1	0	0	18	19	10	22
"ENSG00000125319.15"	180	177	212	199	24	38	22	43
"ENSG00000288677.2"	0	1	0	0	0	0	0	0
"ENSG00000118960.13"	462	535	490	484	631	599	621	594
"ENSG00000153936.18"	1094	953	1141	1122	970	1158	1005	870
"ENSG00000002587.10"	156	162	189	176	131	176	134	130
"ENSG00000153976.3"	758	704	845	741	570	629	599	552
"ENSG00000125430.9"	107	103	108	116	127	155	136	112
"ENSG00000249853.9"	4	5	0	1	6	4	3	3
"ENSG00000136720.7"	444	499	458	497	452	492	488	478
"ENSG00000187952.9"	0	0	2	1	0	0	0	0
"ENSG00000185352.9"	3	0	0	4	2	0	0	2
"ENSG00000230989.8"	1558	1425	1808	1717	1622	1892	1832	1696
"ENSG00000226742.4"	201	173	207	168	183	219	195	159
"ENSG00000100209.11"	131	132	148	139	135	161	154	151
"ENSG00000117594.10"	0	0	0	0	4	2	1	0
"ENSG00000167733.14"	104	126	147	140	190	230	204	223
"ENSG00000176387.7"	2	4	7	0	2	0	1	3
"ENSG00000108786.11"	183	177	233	222	200	224	218	216
"ENSG00000072506.14"	701	770	949	948	833	966	837	782
"ENSG00000198189.11"	357	293	349	336	197	227	265	168
"ENSG00000149084.13"	1502	1252	1588	1490	2207	2593	2242	1937
"ENSG00000170509.12"	10	10	3	3	6	5	9	6
"ENSG00000087076.9"	132	207	210	236	305	333	319	315
"ENSG00000108785.7"	7	1	7	7	4	8	3	4
"ENSG00000086696.11"	1	1	3	2	0	0	0	1
"ENSG00000133835.18"	1212	1143	1402	1275	1285	1433	1423	1241
"ENSG00000025423.11"	8	9	8	14	1	0	3	2
"ENSG00000132196.16"	230	199	233	241	180	227	210	198
"ENSG00000288374.2"	13	11	12	4	10	13	6	10
"ENSG00000204228.4"	2	1	0	2	0	2	2	0
"ENSG00000228357.2"	0	0	4	0	0	0	0	0
"ENSG00000203859.10"	0	0	0	0	1	0	0	0
"ENSG00000099377.14"	166	164	167	155	235	258	221	244
"ENSG00000198857.3"	0	0	0	0	0	1	0	0
"ENSG00000103160.12"	656	627	685	649	643	797	699	646
"ENSG00000119471.15"	957	896	1018	958	777	883	830	693
"ENSG00000284774.2"	1445	1518	1782	1650	1566	1802	1623	1665
"ENSG00000025156.13"	324	281	384	322	188	213	224	173
"ENSG00000160207.9"	100	129	126	124	149	147	150	159
"ENSG00000102878.18"	71	73	48	42	69	91	56	82
"ENSG00000171116.7"	4	13	0	7	12	16	2	11
"ENSG00000268738.3"	0	0	15	0	0	0	0	0
"ENSG00000283697.3"	0	0	0	0	0	0	0	2
"ENSG00000283463.2"	1	0	0	1	0	0	0	0
"ENSG00000196684.12"	5	0	0	0	0	2	0	0
"ENSG00000080824.19"	30893	27013	31917	31149	21517	24731	24078	20200
"ENSG00000224411.3"	1	1	2	0	1	0	0	0
"ENSG00000231434.1"	0	0	0	0	0	0	0	1
"ENSG00000181359.5"	0	0	0	1	0	1	2	0
"ENSG00000096384.20"	29424	28696	33034	32476	26743	30441	27794	25188
"ENSG00000205940.8"	13	26	7	11	13	10	5	9
"ENSG00000183199.6"	2	0	0	1	0	2	0	1
